created_at	text	STANCE CONCORDATA		
Fri Apr 30 11:35:45 +0000 2021	Covid, al via le vaccinazioni per caregiver e familiari di soggetti fragili: ecco chi rientra nella categoria https://t.co/h4r6lEBAAF	4		
Sat Mar 27 09:06:08 +0000 2021	@denardimax Caro Massimo, almeno io, non ho idea dello stress delle strutture sanitarie. Concordo che questi lockdown a singhiozzo non sono ideali, ma oggettivamente questa Pandemia è devastante. Piuttosto cerchiamo di stringere sulle vaccinazioni. Un caro saluto Alessandro	1		
Thu Mar 18 14:53:33 +0000 2021	"@RegioneLazio perché le case famiglia e le comunità alloggio di Roma sono rimaste senza vaccino? 
 
Le persone fragili residenti continuano ad ammalarsi nonostante vivano in sostanziale lockdown da un anno!
 
Intanto c'è una petizione https://t.co/LuAmLyPWaa via @ChangeItalia"	1		
Fri Jul 16 14:40:44 +0000 2021	Sui vaccini	5		
Wed Sep 01 18:53:30 +0000 2021	@GiorgiaMeloni A dire il vero è la stessa cosa che chiedono i novax e i no greenpass cui voi fate l’occhiolino… veda lei…	1		
Fri Apr 30 17:19:18 +0000 2021	"FORZA 
FORZA
FORZA"	6		
Thu May 27 12:17:36 +0000 2021	.... aspettando il turno per il vaccino ma porca troooota perché al mio comune fan tutti schifo aooooo datelo a tutti wtf	1		
Tue Jun 22 09:30:09 +0000 2021	"@Rebeka80721106 NON C'È NESSUNO CHE CHIEDE SE AVESSE FATTO IL VACCINO.....MA PENSANO SUBITO AL COVID

Concorezzo, muore a 15 anni nella sua cameretta. Ora si indaga sul Covid - Cronaca - https://t.co/M3OB8xKjgI https://t.co/i0oTJT3jBm"	3		
Thu May 20 09:22:58 +0000 2021	"11) banco informazioni, ti danno un modulo ""lo compilo e glielo dò adesso?"" 
12) ti fanno prendere appuntamento dal sito
13) complimenti ha un appuntamento per consegnare il modulo fra un mese.
14) la pandemia è finita, non ho la tessera sanitaria e non ho ancora il vaccino"	4		
Sat Feb 27 06:48:04 +0000 2021	Ma quindi il vaccino immunizza? Chi si vaccina può anche togliere la mascherina e non rispettare la distanza?	4		
Tue Jun 22 15:49:17 +0000 2021	“Lo scopo principale della vaccinazione non è di ordine sanitario” https://t.co/RkPB6aMxjV	3		
Sun Jun 13 05:05:20 +0000 2021	"Scrittura del giorno #13giugno 
https://t.co/e9hU3PRGae

#Jw #COVID19 #coronavirus #COVID2019 #Covid_19 #COVID #COVID19italia #COVID #COVID19italia #COVID19italia #vaccino #weekend #BuonaDomenica #Buongiorno #AstraZeneca #Pfizer #europei2021 #EURO2020 #Europei"	5		
Mon Mar 01 13:48:02 +0000 2021	TUTTI GLI ERRORI EUROPEI SUI VACCINI - BISOGNAVA FARE LE SCELTE GIUSTE E RESTARE UNITI MA... https://t.co/gUOcrhquFP	4		
Tue Sep 07 19:50:42 +0000 2021	@Libero_official 😁😁😁😁😁sapete quante varianti devono ancora uscire  parecchie e una cosa grave ///I vaccini non riescono ad anticipare perché è impossibile bloccare il mondo! !!!	3		
Mon May 24 23:47:42 +0000 2021	@LaStampa Non c'è nessuna fuga, fenomeni, il vaccino non è obbligatorio e non essendo obbligatorio non scappano da nulla, semplicemente non sono interessati a farlo e non si prenotano, Somari!	3		
Sun Jun 06 18:00:31 +0000 2021	Le battute sul 5G dopo che fate il vaccino anche meno. Avete fracassato le palle	4		
Thu Jul 15 12:36:48 +0000 2021	"@anarcofilo @StefFior @andreeeee95 @GiovaQuez Gli under12, devono mantenere le precauzioni pre-vaccinali. Ovviamente a maggior ragione i docenti devono essere vaccinati.
Quando ci sarà, sembra in autunno, autotizzazione pediatrica, si vaccineranno."	1		
Sat Mar 13 07:03:56 +0000 2021	"""L'operazione è perfettamente riuscita ma il paziente è morto"" 

Questa è lascienza"	6		
Mon Feb 22 14:27:36 +0000 2021	Difficile per ora fare previsioni #covid19. Di certo con la vaccinazione le nostre abitudini potranno tornare ad una nuova normalità molto più agibile della presente https://t.co/PMC3kh1GnC	1		
Mon Jul 05 14:36:38 +0000 2021	@CittadinaJ @Agnese73186871 @gloquenzi I vaccinati si infettano certamente meno di quelli non vaccinati	1		
Sat Jul 17 21:31:00 +0000 2021	Tutti leoni e poi si cagano sotto...e fanno le corse per fare il vaccino	3		
Fri Jul 16 07:50:57 +0000 2021	@CIaudiaGiulia @giudefilippi @ilfoglio_it @DeShindig @lucianoghelfi @gloquenzi @ngiocoli @GiulioAnichini @davcarretta Per me non corrisponde a un criterio sanitario che dovrebbe essere centrato sulla vaccinazione di anziani/fragili, per i quali la persuasione basata sulla possibilità di andare in discoteca o al cinema più facilmente è ridicola, avendo frequentato entrambi l’ultima volta nel 1982	5		
Wed Jul 14 16:16:23 +0000 2021	@BottaOfficial @robersperanza Ha fatto più morti il vaccino del covid?	3		
Sat Mar 13 06:21:42 +0000 2021	"""Poche semplici regole"""	6		
Fri Mar 19 01:27:10 +0000 2021	MEDICO IN INCOGNITO PARLA DEI VACCINI COVID https://t.co/TpKNIfzOOo via @YouTube	3		
Fri May 21 22:11:12 +0000 2021	“Vaccinari è megghiu di futtiri”	1		
Sun Jun 20 10:58:30 +0000 2021	"@MilkoSichinolfi @ilariacapua Ho citato tutte trasmissioni passate che diffondevano falsità.
Per me è grave per lei no.
Hanno diffuso le fake sui vaccini. Per me è di una gravità inaudita. Enorme.
Per lei no.
Libere opinioni per carità...ma parlare di trasmissione attendibile no eh. 
https://t.co/t56DdBO3QX"	1		
Thu Jun 24 13:47:13 +0000 2021	@RobertaSch7 @Cartabellotta Ma la variante Alpha (inglese) è di ottobre 2020 e la vaccinazione di massa in UK è iniziata tra dicembre ‘20 e gennaio ‘21!!!!!! Svegliaaaaa!!	1		
Tue Feb 02 19:13:19 +0000 2021	"E affidarsi al voto degli Italiani che vi mantengono senza che lo meritiate?
#parassitisenzapudore
@mgmaglie @BelpietroTweet @alesallusti @PSenaldi @StaseraItalia @gaiatortora @Capezzone @liliaragnar @Roberto21468983 @gattotattoo @Gianmar26145917 @GuidoCrosetto @VittorioSgarbi"	6		
Thu Jul 22 15:24:28 +0000 2021	@Foschini79 @SpudFNVPN Vabbè mettici pure ansia da vaccino in quel caso ...	5		
Wed Apr 07 14:24:02 +0000 2021	"Orgogliosa e grata ai nostri ragazzi in divisa che, come sempre, ci sono nel momento del bisogno. 
Generale #Figliuolo avanti tutta con i vaccini noi di @forza_italia siamo al vostro fianco."	1		
Tue Mar 30 13:26:34 +0000 2021	@il_cappellini @repubblica “Ancora da definire però le modalità con cui gli aventi diritto secondo il criterio della domiciliazione potranno prenotare il vaccino”. Ancora attese...	4		
Thu Apr 01 12:08:29 +0000 2021	"È bellissimo sentire i commenti delle persone grandi sul momento della loro vaccinazione. Servizio,gentilezza degli operatori sanitari e grande soddisfazione x avere ricevuto a loro tutela la salvezza.
Siamo in #EmiliaRomagna"	1		
Wed Mar 24 12:35:29 +0000 2021	"@walter_sibari @manuscod Allora mi dica il vaccino e autorizzato alla vendita in emergenza ma rimane sperimentale fino al 2023 
Un obbligo da parte dello stato impone che lo stato stesso si faccia carico di eventuali danni rendendo superfluo il consenso firmato 
Chi pagherà?"	3		
Wed Aug 25 15:31:46 +0000 2021	Robert F. Kennedy Jr. su Pfizer e FDA: „ Questo è uno schema sinistro per imporre un vaccino gravemente difettoso che ha già fato la storia con morti e feriti, che non previene né la malattia né la trasmissione e non migliora la mortalità“.	3		
Thu Mar 25 23:32:43 +0000 2021	Vaccini Covid, la classifica delle regioni https://t.co/SkVQtuqxyT	4		
Thu Sep 02 10:55:31 +0000 2021	Vaccini: Sileri,verosimile ripeterli ogni anno https://t.co/9syJ8W5QHi	4		
Sun Jul 04 14:36:17 +0000 2021	@Folgore43B Allora è vero che i vaccinati sono contagiosi 😱	3		
Thu May 13 22:51:48 +0000 2021	@borghi_claudio @mamo75r @nickita65 @RobertoBurioni Per opportunita' intende le cure? Questo e' il consenso informato per vaccino.... https://t.co/e390o7Jwr4	5		
Mon Feb 22 14:40:19 +0000 2021	@matteosalvinimi Grande stima Matteo.  Non cedere di un millimetro davanti ai vaccino-scettici che commentano qui.  La Lega è destra moderna, non un movimento oscurantista e becero.	1		
Fri Aug 20 09:59:44 +0000 2021	@Anna26648966 @Yemaya55667651 @JohnnyTweet5 @HuffPostItalia Beh immagino che sulla stessa barca non ci siamo. Te sarai vaccinata e quindi al sicuro da ogni male mentre a noi non rimane che una morte da sorci quali siamo. Quindi vedi? hai già tutte le fortune!	3		
Wed Jul 21 07:40:09 +0000 2021	@SYAMIMRSLN Apa benda laaa hahahaha ni tanda tanda awal how to be anti vaccine ni	6		
Wed May 12 09:17:41 +0000 2021	10€ sulle RSA chiuse per altri motivi con l’articolista che ha buttato gli 87 non vaccinati nel titolo per fare sensazionalismo.	3		
Sun Feb 07 15:05:11 +0000 2021	@agostinomela siano benedetti i vaccini	6		
Tue Aug 31 20:24:17 +0000 2021	"Sul mio pianeta ideale, 
gli #istigatori alla violenza che nei #MediaSpazzatura offendono, minacciano e incitano all'odio,
vivrebbero a 666 metri di altezza, con vento forza 4, in punta di piedi su uno spago, in perenne equilibrio instabile.

 #Telegram #novax https://t.co/S66CcOSnFz"	4		
Sun Mar 14 21:09:45 +0000 2021	@Corriere Il vaccino per il COVID c’è, ma quello per la stupidità non l’hanno ancora inventato	4		
Sun Jul 18 13:08:45 +0000 2021	"@SereJules @giorgiogilestro Li avrei proprio volti vedere dire di no al vaccino mentre erano a fare il militare. Per questa gente mi spiace che abbiano levato la leva obbligatoria, queste son persone che hanno bisogno di essere ""comandate"" almeno una volta nella vita per abbassare la cresta."	1		
Wed Apr 14 06:41:59 +0000 2021	Non credo che sia etico, il comportamento che esclude l’uso di un  #vaccino  💉 #Sputnik per motivi politici . Il dovere della politica è mettere la vita dei cittadini davanti a qualunque pregiudizio o interesse	4		
Sat Sep 04 22:15:17 +0000 2021	"@tuitterbloccat3 @LoredanaMaggi_ Spiegazione:
Classe di età &gt;50
 vaccinati 95% 
non vaccinati 5% : Il rapporto è 19:1
Tabella: morti:
vaccinati  279
non vaccinati 131: Il rapporto è 2.2:1. 
Quindi il vaccino ha protetto gli over 50,anche se il  numero dei loro morti è superiore a quello dei non vaccinati."	1		
Sat Jul 24 18:57:04 +0000 2021	Io invece aspetto, perché lo Stato mi obbliga ad aspettare da guarito. Nel dubbio però faccio la mia bella vita, anche perché ad una certa diventa pesante	6		
Sat Sep 04 09:35:40 +0000 2021	@NinjitaOutlet @_clappuccino @riccapurequi @mietitore85 Se vuoi tanto guardare l'efficacia dei vaccini guarda il grafico sulle terapie intensive e sui decessi covid in gran bretagna, e magari cambi idea, o ti devo spiegare anche quello dato che non lo sai leggere?	1		
Sun Jul 18 16:21:44 +0000 2021	"Comunque ieri sera l’host del nostro b&amp;b ci ha seriamente detto che non fa il vaccino perché a sua sorella adesso rimangono le chiavi attaccate addosso. Non ne usciamo."	1		
Thu Mar 04 11:45:54 +0000 2021	"Ad ognuno il suo mestiere.

Forse, poiché che lo critica, il microbiologo #Crisanti è al corrente del piano organizzativo e logistico che il Gen. #Figliuolo (nominato il 1º marzo 2021, cioè solo quattro giorni fa) sta predisponendo. Non credo.
#vaccini 
https://t.co/kA2Y8faLK9"	5		
Thu Jun 10 20:03:36 +0000 2021	"https://t.co/el6JhIjH7G

#astrazeneca , #AntonellaViola e l'allarme sui #vaccini: ""I #rischi superano ampiamente i #benefici, ma non l'hanno letto?"" 

#liberoquotidiano"	3		
Sun Apr 04 20:30:39 +0000 2021	@catenaaurea66 @AntigoneCris Ho bisogno dei vaccini di Marco.	5		
Thu Feb 25 22:54:05 +0000 2021	@SanremoRai un pubblico di sanitari, tutti vaccinati, sarebbe stato un bel gesto! Sono o non  sono  i nostri eroi?!??	1		
Tue Mar 16 07:38:29 +0000 2021	@marilenagasbar1 @lucianocapone @LucaBizzarri Parli per Lei quando si riferisce a chi è stolto non coinvolga gli italiani. Milioni di morti in tutto il mondo ed ha ancora il coraggio di mettere in dubbio la necessità dei vaccini? Per sua informazione poi tutti i paesi hanno acquistato vaccini comprese le locomotive europee	1		
Sat Jun 19 03:17:26 +0000 2021	Il livello di esasperazione è alto e domandare se si è vaccinati o meno sta diventando un'abitudine come chiedere una tazzina di caffè al bar. Si parla sempre di privacy e protezione dei dati personali e poi in tv, te lo chiedono senza problemi. Basta no? @maria51933722 @marioddo	4		
Mon Jun 14 00:23:51 +0000 2021	@Naidamaril @Capezzone @BelpietroTweet @petunianelsole Non so in quanti sopravviveremo a  altri due anni di vaccini !!??!?😱😱😱… e lo avevano detto …siamo in troppi al mondo😡😤😤	3		
Sun Jun 27 15:41:03 +0000 2021	Vaccini Lazio, ripartono le prime dosi: la chiusura degli hub ora slitta a Ferragosto - https://t.co/iK2wuzmZec https://t.co/JWj3ijPC6g	4		
Mon May 17 07:25:29 +0000 2021	Fauci, stiamo lavorando a vaccino anti-Covid in pillole https://t.co/KIntIUUCFO	4		
Thu Apr 15 13:12:14 +0000 2021	Pioggia di miliardi un anno fa vaccini a raffica oggi imprese pochi euro e al collasso vaccini niente ma ci rendiamo conto di quanto sti personaggi mantenuti da noi ci prendono per il culo intanto città invase da clandestini spacciatori??	3		
Mon May 17 06:12:32 +0000 2021	Vaccini, in Piemonte si risolve il rebus dell'appuntamento per l'iniezione [di Sara Strippoli] [aggiornamento delle 08:00] https://t.co/COqmxniOW7	4		
Mon Jun 14 21:49:38 +0000 2021	@AntonelloZedda Chi sceglie di non vaccinarsi è come quello che non rispetta il divieto di sosta e di fermata nei giorni di mercato. Chi si è vaccinato ha pagato il suolo pubblico e si è iscritto alla camera di commercio, e loro ne approfittano a sbafo.	1		
Sun Jul 25 18:50:47 +0000 2021	Quindi se la Gran Bretagna è a rischio chiusura i vaccini non funzionano? Mentono sapendo di mentire! #StaseraItalia	5		
Fri Feb 26 10:32:04 +0000 2021	"𝐒𝐞𝐧𝐭𝐢𝐫𝐬𝐢 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐚𝐛𝐢𝐥𝐢  per se e per gli altri!
Lo Stato Italiano e la situazione storica ci chiedono e ci impongono la #RESPONSABILITA attraverso la chiamata alla vaccinazione di massa. 
#vaccini #COVID19 #governoitaliano #pandemia 
https://t.co/fQ7eHywWaO"	1		
Wed Mar 17 08:21:06 +0000 2021	"Vaccino anti-Covid, online il portale regionale per la registrazione degli estremamente vulnerabili
https://t.co/2NlDvAPwYi"	4		
Thu Sep 02 12:44:36 +0000 2021	@MinutemanItaly lo status di vaccinato è transitorio,Israele dopo 5 mesi alla 3ª dose,UK dopo 6 mesi,dal 6/9 3ª dose per 32 milioni di già vaccinati,USA dopo 8 mesi,dal 20/9 3ª dose,la variante Delta elude il vaccino::da noi per decreto 2 dosi valgono 12 mesi... https://t.co/VB6uVnKtRx	4		
Tue Feb 23 22:00:27 +0000 2021	Mandarli a cagare questi no?	6		
Thu Mar 18 07:37:21 +0000 2021	"@ksnt63 Vero,un amico marocchino l'ha detto anche a me.
Vaccino cinese,sembra."	4		
Tue Mar 09 17:00:38 +0000 2021	@Antonio_Tajani @forza_italia Fino ad oggi solo proclami ma la vaccinazione di massa non parte	4		
Tue Jun 08 17:00:30 +0000 2021	"RIVOLTO A CHI SI RICONOSCE!
BRUTTI STRONZI! ADESSO CHE LA LOMBARDIA E LE REGIONI DI DESTRA SONO PRIME NELLE VACCINAZIONI, NON DITE PIÙ NULLA? https://t.co/Wx644awD2E"	4		
Sat May 01 08:01:36 +0000 2021	"Vaccini fuori lista, in Procura a Bari primi interrogatori. Il legale: ""Sono stati chiamati, nessuno ha saltato la fila"" https://t.co/nZrl0rhSxP 
VERGOGNA #infiltrati e #saltafila!!!"	1		
Fri Jul 23 16:40:13 +0000 2021	@Tiziana_DR @teo_acm Ognuno è libero di fare ciò che vuole e se ne assume le responsabilità..detto questo io mi sono vaccinato..	1		
Sun May 16 15:07:19 +0000 2021	I Pazzi Under 50 che si fanno Astrazeneca vanno fermati! Governo di Assassini!!!	3		
Sun Sep 05 17:51:38 +0000 2021	"Sommessamente
Più che eresia direi follia.
Un giornalaio terrapiattista del 1492
convinto dall’evidenza dei fatti che la via per l’India fosse aperta
ma che oltre nuova York non si potesse arrivare🙏😎"	6		
Wed Jun 02 09:02:05 +0000 2021	Vaccini Lazio, al via 'open week' AstraZeneca per maggiorenni - Adnkronos https://t.co/f4k2LLJSHk	4		
Sun Sep 05 22:28:24 +0000 2021	"@I_DBNW @MarcoTraversi @VolpeReal Che noia 
Comunque chi guarda i positivi col vaccino vuol dire che non ha capito niente"	1		
Thu Jun 03 17:55:28 +0000 2021	HAHAHHAHAHAAH	6		
Sun Aug 29 09:38:32 +0000 2021	@siculiano80 @AleGuerani @Aramcheck76 @MariuzzoAndrea @qO__Qp @GeneraleCujkov @umanesimo @verso_il_fronte @Amos8125 È tutto qui,lasciate perdere questi giornalai….	6		
Sun Jun 06 13:44:37 +0000 2021	"@EttoreGiuliano @a_meluzzi La sua ignoranza è  imbarazzante. 
Si informi e ci lasci stare.
Dopotutto, se siete vaccinati, di cosa avete paura?"	6		
Sun Apr 04 09:29:09 +0000 2021	"Vaccini, Marco Rizzo-PC: +È la guerra dei vaccini, Sputnik dato che è russo non si può dare+"" https://t.co/PIjuVwu3qC 54"	4		
Mon Jun 07 10:59:55 +0000 2021	Detto questo Figliuolo riceve ordini e li esegue. Da lui non si cava un ragno dal buco. La vaccinazione dei minorenni è un atto gravissimo, tirannico, figlio di una ideologia assurda ed inquietanta. purtroppo non bastano le buone maniere per far sentire il proprio dissenso.	3		
Mon Jul 05 05:17:18 +0000 2021	Brasile. Al via campagna “Vaccini nel braccio e cibo nel piatto” | Radio RTM Modica https://t.co/kBI4iFlxpA	4		
Thu Jul 15 12:11:02 +0000 2021	"Burioni espatria: ""Se costretti a chiudere per colpa dei no-vax me ne vado in Francia"" | Il Primato Nazionale https://t.co/YhkhhXz5Cu"	1		
Tue May 04 19:11:06 +0000 2021	Conferenza del dottor Charles Morgan all'Accademia militare di West Point: controllo remoto del cervello umano tramite vaccini mRNA - Database Italia https://t.co/iLZwZHiZwX via @databaseitalia	3		
Sun Jul 04 14:25:02 +0000 2021	Prato muore durante la Tac. Aveva fatto vaccino due giorni prima disposta l’autopsia - #Prato #muore #durante #Aveva #fatto https://t.co/WIYpTo92gl	3		
Tue Jul 13 17:58:23 +0000 2021	@ilruttosovrano Vaccinati in quanto codardi, ma non possono dirlo per non perdere la quasi totalità dei loro elettori.🤡	3		
Tue Jun 22 09:00:10 +0000 2021	Giro di vite per 45mila sanitari. Per i non vaccinati stop all’attività https://t.co/HusnTXYTHs	4		
Sun Sep 05 21:52:57 +0000 2021	"Ho dimenticato di aggiungere:
CLICK."	6		
Mon Mar 22 19:33:59 +0000 2021	@mrctrdsh Già che siamo in argomento qualcuno potrebbe spiegare perché la @regionetoscana è penultima per la vaccinazione degli ultraottantenni affidata fin da subito  e giustamente ai medici di famiglia? @EugenioGiani @SBezzini	4		
Fri Jul 16 22:24:29 +0000 2021	@LaSgarella @Alessan85671773 @DPaganini23 @mariachiara71 @r0b1nvd Si vaccini..stia a casa..e si protegga dal virusmagico. Attenda lo stipendio il 27  compri su Amazon e si faccia portare la spesa a casa. Saluti	3		
Tue Aug 31 14:28:45 +0000 2021	Campagna vaccinazione in Cina: oltre 2 mld dosi somministrate   VIDEO https://t.co/Lka6wN33o3	4		
Tue Mar 16 06:25:19 +0000 2021	@Kapparar1 Sperano che dopo esserti vaccinato muoia di incidente stradale, magari ti porti via altri 3 o 4 ed il risparmio è sicuro. Vogliono bertolaso a Roma, più vicino alla palestra in via Flaminia, per le sue gesta eroiche.	3		
Mon Mar 15 16:56:14 +0000 2021	"Condivido in pieno... Se c'è qualcosa che bisogna sapere che venga fuori subito!
Aggiungo: in UK hanno vaccinato 12M di persone con AZ, ora capisco che gli inglesi siano stoici e pragmatici mentre in europa siamo un pò chiagnoni ma escludo che abbiano sotterrato i morti!"	1		
Thu Aug 19 16:34:18 +0000 2021	@lucfreemind @rizza_francesco @manusnella Quindi non ti vaccini contro il tetano fino a che non muori di tetano perché in base alla tua esperienza personale il tetano non esiste. D'accordo.	1		
Wed Mar 17 11:08:55 +0000 2021	@matteosalvinimi @JJansaSDS ti informi o chiaccheri solamente? https://t.co/zr2vQ1FCmn	6		
Thu May 20 05:10:53 +0000 2021	Il nuovo mood è : “Allora fatto vaccino?” 💉 “Te e famiglia?” ... i tempi che cambiano. #COVID19	5		
Tue Jul 13 08:43:37 +0000 2021	@yzark96 È stato il vaccino	5		
Tue Jul 20 05:38:23 +0000 2021	"Comunque domani torno giù a Milano per la seconda dose del vaccino e poi risalgo in montagna tipo subito.
Sono già stanca al pensiero."	1		
Tue Apr 27 08:24:28 +0000 2021	Covid. L'assenza per effetti collaterali da vaccino, è malattia o infortunio? https://t.co/GnwNohzSVo	4		
Mon Aug 30 18:12:36 +0000 2021	"2 settembre alle 20:00, a Vibo, sarò alla presentazione del libro di Matteo Bassetti.
Intanto è notizia di oggi:
Ennesima aggressione dei no vax nei confronti dell'infettivologo Bassetti inseguito e minacciato: ""Ci ucciderete tutti con questi vaccini e ve la faremo pagare"". https://t.co/gPsS9OZ3Hp"	4		
Mon May 10 22:26:06 +0000 2021	Oh mamma non sto praticamente più sui social, tra gli esami e la prenotazione dei vaccini per i miei genitori sono veramente in costante ansia in questo periodo	4		
Fri Aug 27 13:22:57 +0000 2021	@Marcelo_1825 @SkyTG24 Erano tutti vaccinati in quella bolgia ! quindi .. ?!	5		
Tue Sep 07 05:56:46 +0000 2021	basta tutti testimonial di vaccini e case farmaceutiche	3		
Mon Aug 30 22:39:07 +0000 2021	"Anche roberta aveva detto di non parlare di harry perche questa serata era dedicata a louis 
voi harries rovinate… — madonna ma tutto bene hai fatto il vaccino  https://t.co/rgB9TAxKXJ"	4		
Mon Feb 22 14:20:00 +0000 2021	#Vaccini, l'Italia procede a rilento? Com'è la situazione in altri Paesi #UE? Ora su @TV2000it: Fabrizio Pregliasco @preglias, Don Pietro Sigurani e @f_anfossi di @fam_cristiana. https://t.co/y66wYcdYO5 https://t.co/9vvsDYMBqs	4		
Wed Apr 21 19:22:51 +0000 2021	@ricpuglisi @Mov5Stelle @pdnetwork @forza_italia Qui il contenuto della interrogazione a firma Armando Siri e Alberto Bagnai al ministro Speranza sui vaccini. https://t.co/RzGzmsZksE	4		
Tue May 25 06:58:19 +0000 2021	@Gatta_Sa Io come te Sara. Era nell'aria, lo temevo, xò averne la conferma fa male lo stesso, soprattutto xché con i vaccini che procedono spediti avere un minimo di speranza era lecito...Almeno ci fosse stato qualcosa da attendere quest'estate avrebbe fatto meno male e invece nulla 💔	1		
Wed Feb 24 17:34:41 +0000 2021	"Melodi: Jolene

Vaccine"	6		
Wed Mar 10 13:36:39 +0000 2021	Vaccini, Stefani-Speranza: Disabili fra categorie prioritare https://t.co/ZRyYODxovZ	4		
Sat Jul 17 18:06:55 +0000 2021	@Sicurezza63IPS @PetraccaMassimo @baldunggreen @Freedom03661447 @Etruria72 Beneficio per chi non si è vaccinato!	6		
Wed Apr 14 22:26:45 +0000 2021	"...Peccato che ora la bottery sia quarantenata in #china🇨🇳 e non si possa vedere la sua faccia visto che aveva detto che l'arrivo del #vaccino #JohnsonandJohnson era la SVOLTA per accelerare le vaccinazioni😬

#Lineanotte"	4		
Sun Jul 25 08:07:37 +0000 2021	@PaoloGentiloni In un paese seri come Singapore dove il governo fornisce dati veri e non esiste mala sanita' le probabilita' che si metta male per un non vaccinato sono basse e nulle per un vaccinato. Tutte le chiacchiere nostrane e europee, incluse le sue, sono infima propaganda https://t.co/aWXXvTxrte	5		
Fri Apr 23 13:28:08 +0000 2021	"""evidenzia una grande quantità di #asintomatici""
Quindi, se il #vaccino eviterebbe il manifestarsi di sintomi gravi, a che cazzo serve davvero se ci son tutti sti asintomatici?
C-R-I-M-I-N-A-L-I negazionisti della libertà si sapeva,ora si sa neanche avvezzi alla logica
#tagadala7"	3		
Sun Apr 11 11:12:16 +0000 2021	"@ParcodiGiacomo @paolo_freisa Chiedo a te che mi pare sia informato. È una domanda non provocatoria, ma seria.
Si hanno fonti attendibili circa l'ausilio di cellule derivanti da feti morti per la ricerca o messa a punto del vaccino AZ o J&amp;J?"	3		
Thu Mar 11 18:45:02 +0000 2021	@valy_s In Austria bloccano ABV5300 del vaccino #Astrazeneca https://t.co/JWZOqAnZFE	4		
Thu Feb 25 21:38:03 +0000 2021	#piazzapulita Intervista di Giulia Cerino a Szlavik Janos, infettivologo di Budapest, che spiega perché il suo paese considera sicuri il vaccino russo e cinese.  https://t.co/rHNLEHqL63	4		
Wed May 19 18:06:32 +0000 2021	Ema verso l’ok al vaccino Pfizer per i 12-15 anni, Speranza: “Strategico per il prossimo anno scolastico” https://t.co/bXxYXXj9gS	1		
Wed May 26 04:50:19 +0000 2021	"@LaPravdania @AlbertoBagnai Quindi, la prossima volta, magari in caso di elevati livelli isterici di infopandemia, votiamo in massa pena di morte e deportazione in campi di rieducazione di chi si oppone a vaccini ""diversi"" per usare la terminologia della signora multipartitica intervenuta"	5		
Wed Jul 07 13:49:00 +0000 2021	"@myrtamerlino I social devono sviluppare un dibattito serio...detto da Lei è opinabile.
Il ""cercateli"", considerando che non esiste obbligatorietà del vaccino, è stato una delle tante subdole minacce."	3		
Thu Jul 08 05:44:12 +0000 2021	"@giulianol @rosaroccaforte “...l'ex ministro Grillo ha detto che ""di vaccino non è mai morto nessuno""... 
Si riferiva alla bistecca..."	3		
Fri May 21 10:46:40 +0000 2021	@FmMosca Uguale per noi. I miei figli già mi dicono che se per uscire devono essere vaccinati lo faranno. Questo è il messaggio che passa dai media con la lingua felpata.	3		
Mon Jun 28 12:21:44 +0000 2021	@Roger85674604 @RobertaSch7 @sandragnesa @LoPsihologo No. L'affermazione di Roberta è corretta. Un vaccinato può essere positivo e contagiare. Io mi riferivo alla famigerata immunità di gregge è mi chiedevo se questa implichi solo che nessuno si ammali gravemente o se porterebbe ad una progressiva estinzione del virus.	4		
Thu Apr 08 06:19:00 +0000 2021	Vaccino, Papa “Strumento essenziale nella lotta alla pandemia” https://t.co/kLQ1sa9RZq	1		
Mon Jun 14 05:30:55 +0000 2021	Ok anche l’EMA deve dare una sberla agli Italioti	6		
Mon Mar 15 13:33:29 +0000 2021	E allora proceda pure senza esitazioni e......... auguri 😩	6		
Wed Apr 28 06:59:06 +0000 2021	Visto che il vaccino non inocula il virus attenuato , tutto ciò significa solo che l'utilizzo della PCR come test sia su asintomatici che sintomatici non è corretto !	5		
Thu Apr 29 19:02:14 +0000 2021	"Non mi interessa quale vaccino mi fanno.
Mi piacciono sia la Pfeiffer che la Johansson."	4		
Mon Aug 30 08:54:33 +0000 2021	"@OpencovidM @emmevilla @GattaiGuido @Mastermit1 @IzzoEdo Scusa ma non capisco che cosa vuoi insinuare,se non rafforzare quello che ho scritto prima.
L'efficenza del vaccino e' alta, ma ad alta correlazione con vicinanza di periodo di fine ciclo vaccinale.
Non e' quello che evinci tu dal grafico?"	4		
Sat Jun 12 08:34:46 +0000 2021	@OfficialTozzi @il_brigante07 o quello al cosiddetto vaccino	3		
Wed May 19 08:31:57 +0000 2021	@DoctorM77 Se procediamo così, al ritmo di mezzo milione di vaccini giornalieri, se ne può uscire in fretta. Per quanto mi riguarda, dobbiamo solo sperare che si prosegua su questa strada	1		
Thu Apr 29 08:04:56 +0000 2021	@Moonlightshad1 si ok, è un intimidazione un abuso una via di mezzo, ma in realta se ho capito lei ha criticato il generale responsabile della logistica dell approvvigionamento vaccini perché non vuole vedere le divise, che è assurdo perché ora i vaccini circolano meglio	1		
Sun Apr 04 13:46:48 +0000 2021	"@doluccia16 Sicuramente!
Scusami è stata vaccinata?"	5		
